input,target
85.62158199282327,1
20.889213445396827,0
34.255643461350594,0
63.219764021139234,1
96.78500327490953,1
62.12441124664469,1
12.5391472845833,0
81.17675147671389,1
30.948684124144524,0
82.41270741352055,1
43.342950111964264,0
88.6500225891167,1
78.19075666155794,1
60.987122273840086,1
21.823982451868112,0
16.461578027717966,0
20.711158081243806,0
14.94481684861963,0
21.486999434665904,0
30.453950356011674,0
72.74985945729641,1
60.05762718834447,1
11.771024080703933,0
17.69755955108443,0
95.9210776646309,1
60.93849327513334,1
28.529730245749267,0
33.14431533559195,0
77.85475046976144,1
26.640213643384893,0
61.89882515736766,1
98.30976549554869,1
86.60692704522748,1
32.03467897406444,0
55.564597782849944,1
65.90006804403328,1
85.13628438158791,1
23.7966616562303,0
10.326848175698482,0
15.006735049448922,0
53.8453805380155,0
64.3700908308035,1
60.54202616925834,1
38.880631135413644,0
98.08518234501216,1
62.28840699850469,1
44.19318297779926,0
58.74535080599846,1
74.78189290104734,1
71.6874877972594,1
34.15939742535681,0
13.306009159297602,0
42.881149194636045,0
67.06836336319012,1
28.687520201635106,0
78.32832994909649,1
15.015015736621105,0
33.60352660128675,0
82.37442704416593,1
27.22602344913752,0
67.33045037740628,1
57.42008737632866,1
94.16543874962964,1
33.16658954363993,0
15.52925813755021,0
76.31650168772278,1
79.37587268326347,1
92.08902901766149,1
94.59577696346969,1
12.546830470654609,0
30.97614360265618,0
63.23275413348881,1
95.34184432243035,1
95.86972115912,1
59.91183192103133,1
92.25133531719761,1
65.30845029252326,1
45.60867860932754,0
53.41512770970187,0
62.87686685488739,1
58.58789087017568,1
92.49149846211525,1
93.29475828936626,1
46.10044325964334,0
98.20837794214631,1
26.30393481355471,0
20.018007364249687,0
20.747914947733626,0
56.64032026544984,1
13.503918675773964,0
95.07957091144593,1
84.99919539355103,1
9.846816983011502,0
23.913741243423186,0
38.71169801647248,0
21.4325285073795,0
82.33278590598435,1
40.796184678045144,0
94.11865897730392,1
63.06057734018687,1
90.52242554839331,1
86.06229754806041,1
93.5153061712189,1
50.754819213211775,0
58.64611004789465,1
82.26205786642649,1
35.35989789406261,0
55.29986929157014,1
63.27881987293116,1
12.720688784683855,0
63.60750175399112,1
51.596324189768026,0
82.19833269398752,1
38.1693383708761,0
90.5056355845501,1
59.82612140852624,1
27.163183274010393,0
81.39447715756056,1
65.19212429794948,1
13.30743870525107,0
46.27087016013324,0
71.70281380948951,1
93.84933870553468,1
11.630646872044391,0
97.01288188884546,1
42.86143029936092,0
97.36857965256448,1
62.448718945790944,1
84.00719154221862,1
62.57582506124452,1
68.16146034903096,1
35.98102080624712,0
64.45555430760274,1
77.91283167123846,1
87.43960919375273,1
77.78595577461368,1
73.01208940602928,1
87.54829575767009,1
38.900378962917024,0
69.7090993359432,1
50.83768617899343,0
44.403696097854336,0
45.49344145838059,0
45.89246201050667,0
37.70888374385042,0
63.92454265408636,1
49.206138023255114,0
99.20087526797508,1
73.3718104181529,1
29.43370948793294,0
47.53228928871489,0
42.07640657240612,0
82.90739135982713,1
87.21201643931424,1
92.20706453976493,1
70.27196014916512,1
34.48155183298499,0
33.00161985108988,0
86.9991222255103,1
59.126254016442225,1
81.79270872658194,1
61.32402715402329,1
75.99021625958218,1
56.9867105469151,1
77.61630214417869,1
62.58519297297337,1
52.140088830121435,0
41.411126311620144,0
16.33615734925116,0
43.826734868245104,0
16.811105479345752,0
98.54965437807957,1
26.49720896070217,0
84.22254455026673,1
89.0926057923155,1
71.82370404536884,1
63.24106225802621,1
23.208003157091266,0
50.67899287279406,0
41.420086656082184,0
30.04122291777699,0
61.55147220069688,1
37.79205573179472,0
91.75684404147079,1
92.9983258460651,1
32.51939466996742,0
21.030831715829898,0
27.82642758193034,0
54.75624444905487,0
75.5938819463018,1
29.16615819642512,0
30.014981740322465,0
86.9775371518424,1
47.04726503327662,0
67.29957541035937,1
30.338683574770343,0
20.319617268326994,0
53.9122069027619,0
53.7573138494647,0
24.01655072230797,0
65.71554436575165,1
58.8400213827681,1
68.61180063674463,1
23.432101820802657,0
77.50325497754163,1
28.196684873575197,0
56.55585333616264,1
82.9113642775716,1
12.056584724120857,0
39.483409321825484,0
88.12495936852237,1
86.197919150348,1
58.637598891470546,1
87.73354275552965,1
96.3458026207638,1
83.45355182955639,1
86.74019473708681,1
19.39195991612345,0
68.35038573134729,1
72.09264928316352,1
65.47993735676431,1
80.98321259821385,1
12.664101626693705,0
78.49333852075992,1
75.74484565251632,1
32.94346942363876,0
32.66164702691379,0
67.58827749602555,1
42.83938044461399,0
81.33546680663686,1
50.675816054409275,0
80.09203384008333,1
99.24140277217816,1
38.15010190300123,0
22.920817782255995,0
90.30221192022991,1
58.01041748757595,1
97.10988695189624,1
67.28109177886326,1
100.31018366703418,1
57.787575531763714,1
56.34104488214193,1
21.263970064919242,0
40.26405996682008,0
13.685593740162078,0
24.39918751300432,0
79.00812666339847,1
11.311638418409993,0
44.283061065196165,0
86.90951422326002,1
71.9336248904875,1
71.19582832886363,1
26.027448226490318,0
48.447639856129555,0
62.55829961860668,1
97.76345265720664,1
28.109758405658095,0
32.28675961436854,0
34.262188224968185,0
77.6159089192189,1
51.44910530267494,0
15.638061017564873,0
55.749210789661845,1
29.439762736505102,0
80.89466183697394,1
35.98435390095058,0
14.382051883044676,0
63.397186237439335,1
85.23513792914004,1
45.67133106667022,0
77.33040535483813,1
55.35624201995755,1
57.236670898074934,1
97.12858076160992,1
81.27017932766731,1
12.37004341610162,0
74.4889525987595,1
52.03376691497367,0
95.19297785171719,1
29.714958307552422,0
35.18240912572724,0
19.56293098675526,0
48.026933750588405,0
20.380592852218864,0
68.96960876042672,1
83.34574841858714,1
72.02521302503767,1
78.52834366974538,1
40.22290224341654,0
85.21319006283622,1
47.96528459728117,0
84.42276381604903,1
65.79762527103163,1
23.7842742429724,0
17.17807645051811,0
11.252812179314514,0
16.891339707749076,0
51.59151505947933,0
20.465640674868915,0
13.540539850914776,0
78.5107987736671,1
45.42764477461951,0
78.162019447545,1
51.0257522093853,0
53.425115992941606,0
54.12521410565191,0
53.813566011972185,0
83.57569416190375,1
46.295166398452515,0
92.7346498424558,1
13.358851343432885,0
78.81751744165227,1
20.743737843986338,0
66.19417157642022,1
9.371663629512188,0
58.68480835332547,1
9.5432660103163,0
96.32565707668026,1
90.74000932259268,1
83.50932803707957,1
93.14250692132174,1
21.831381845081935,0
25.95446563843183,0
26.659598051858715,0
65.29715509727309,1
90.49905532442097,1
99.66373079197228,1
75.50554315558811,1
75.28360985027493,1
90.83876756714484,1
44.9389358253681,0
33.98296653161352,0
27.279444592551982,0
20.402663389916313,0
83.67265801039547,1
23.208408157276345,0
33.72614314314182,0
84.68204870923519,1
38.393808662159344,0
98.74706040312633,1
33.704904258287264,0
58.8444014071199,1
38.02002510431551,0
92.01947729371322,1
43.20957544038654,0
47.82215379933136,0
55.807247338291376,1
94.18717994960913,1
12.886613650901884,0
73.40726163607651,1
89.0051541853655,1
14.07931221986528,0
58.14105585911961,1
40.228122416004375,0
89.17885766449271,1
60.68608482057616,1
72.02942939972013,1
51.238990744071835,0
64.66852638547196,1
35.01063350644729,0
11.600009080007869,0
61.940649631994845,1
36.75234293684042,0
57.21262073666148,1
93.47542842384408,1
49.050610526489976,0
32.23534651477587,0
42.58038903506251,0
93.97509543545718,1
94.7450786466441,1
85.63110657324889,1
93.42162219763614,1
30.825458029370996,0
18.20651341029468,0
28.4253364768004,0
39.37498844328564,0
27.453320592019928,0
64.23600695295183,1
45.745878368919044,0
84.11056538386907,1
26.19607611177893,0
72.20187530705972,1
32.84972249229785,0
60.296338643191206,1
42.12631237190805,0
13.879061832549125,0
32.0554983692093,0
70.28578244797377,1
54.495113405940984,0
56.86080852474598,1
26.30690089728637,0
62.19432101659418,1
100.53559969703113,1
84.0618900571624,1
63.01615448255534,1
98.50309569730882,1
89.82930823822943,1
64.60880712883959,1
13.79137511561667,0
19.8160196660737,0
15.294674746631854,0
50.84219508070238,0
44.647420985989406,0
98.09936096342805,1
24.691829103926892,0
97.85821434098602,1
79.14077023233958,1
85.17710950761531,1
66.30696095726495,1
70.52543712417487,1
53.212341142587974,0
11.939600247373564,0
41.69765545355236,0
54.41377676999235,0
75.63725932320853,1
52.21061670970368,0
51.174801610806334,0
22.062902133722524,0
13.80728583637276,0
77.40113195499185,1
37.62234552065895,0
97.79888390462685,1
29.111027805330988,0
40.495158864506585,0
58.58158500779449,1
79.62861491844295,1
51.984524914989805,0
18.735816165791203,0
38.509483417359114,0
54.09607070746413,0
70.14570914633059,1
78.16377327994715,1
22.155842865502922,0
11.435754374417307,0
57.489528676519754,1
83.37628635600935,1
10.894269465936077,0
70.60284638943814,1
72.73016016553152,1
50.060075906921256,0
93.24660069226731,1
67.9731816214418,1
10.740982841436788,0
54.39780096742932,0
88.67013507236292,1
85.25677350223829,1
68.482249624086,1
71.35354408563902,1
60.51951454360826,1
36.30974136817065,0
59.122207882550306,1
71.35939006678578,1
41.15450278893141,0
87.53180463739287,1
27.43680631672691,0
77.56246268894186,1
35.2634601172522,0
77.48130784767672,1
48.903015289595395,0
82.09235248147458,1
41.16950187251756,0
28.507068249880255,0
81.04001700684411,1
37.19558284863226,0
76.31886907449753,1
75.84214058312645,1
31.44879979566608,0
28.71382434524209,0
25.304671299322905,0
25.538600272821174,0
42.83928529610285,0
13.705441956527434,0
20.7159057736241,0
71.36294177452197,1
81.74840349039393,1
17.43685619337983,0
32.07714395263818,0
28.385378846143894,0
92.81133030943303,1
74.94659684720888,1
59.933003831863196,1
36.981635717757364,0
86.5885431951798,1
49.51922478552968,0
92.98588669610274,1
72.76876756626211,1
52.01722049491953,0
22.252693442823325,0
98.79318762833066,1
22.21431747189133,0
27.618699630343876,0
49.77124610130301,0
48.80247813902776,0
25.357987076379366,0
76.58056891774322,1
28.360388474072845,0
67.42318853108266,1
78.66207007539586,1
27.728750586567486,0
63.52400598341873,1
77.72452485539404,1
69.60762102588016,1
64.48942059453624,1
36.86723279966131,0
75.67449884904994,1
93.75531662865322,1
48.90338812582657,0
80.04726981824325,1
15.291738275202821,0
84.28511331012241,1
27.42375646769687,0
44.02168933315802,0
37.51120035247178,0
18.52905385451636,0
92.33074107914098,1
45.42769973895588,0
58.08732297878163,1
54.97582737218181,0
22.409367612720278,0
27.70113549843675,0
19.010226282171857,0
56.701531079484475,1
33.29663324349466,0
41.232713056947496,0
20.30738886599277,0
81.73721312231604,1
19.73043377890193,0
98.89986865130025,1
25.756387966026594,0
61.51371272339046,1
15.371221440736562,0
82.24108395482976,1
25.564358420151898,0
57.650236931267564,1
75.40287753464675,1
22.158138190854427,0
60.18379846334696,1
28.65397941161366,0
75.17428698835197,1
75.70752007318781,1
27.171554915026793,0
89.61576732961517,1
11.383465664628341,0
88.86677507609326,1
57.680331368676455,1
45.246442882622745,0
78.80619316341864,1
74.99514442040957,1
100.17977364549022,1
35.984343864800515,0
10.259860497189132,0
95.58048261174135,1
87.89722204854209,1
77.31366770978936,1
55.69771347021524,1
73.92631574870867,1
79.81806444500653,1
44.54474822565594,0
79.10947511260201,1
77.30433652851569,1
63.8625193912066,1
46.476137290941764,0
73.87321110788548,1
11.288352815177552,0
76.72466622000451,1
89.05784852729556,1
33.54355419492201,0
20.681420238719447,0
29.67661767229101,0
38.354041257248056,0
89.66921106571198,1
58.25238857903894,1
35.59420151605184,0
24.349082768751067,0
34.731610526286886,0
66.5496229144419,1
38.86007557557876,0
50.8911876370696,0
51.83345272126877,0
83.88930887091645,1
49.2063922466219,0
40.749840455000516,0
69.31537740667055,1
29.767365146322923,0
53.221050527717715,0
38.143019681539236,0
66.9664260216353,1
89.1509960378133,1
50.33884137110401,0
80.18366986853891,1
51.25869535105706,0
67.02774640254202,1
21.417366096850238,0
47.164392001772434,0
92.10777782575407,1
64.84777057918004,1
78.21364760184386,1
56.224362337087925,1
55.22083678565682,1
86.15455770460474,1
15.741220230150697,0
62.067297443156356,1
95.9028388246012,1
55.94696114474882,1
26.685078431649416,0
87.50355607697124,1
30.329094334339345,0
70.44805318904048,1
56.80875754815372,1
95.57700697504929,1
66.34267742355973,1
85.91452162265392,1
10.7899361479298,0
100.57798486272841,1
18.570094775776948,0
40.150666864192225,0
93.99791531962134,1
11.168097099402502,0
83.17949780727326,1
87.00833708741797,1
48.56141107728468,0
33.02777986916154,0
82.78618085058442,1
53.08627244874059,0
20.897106088649725,0
91.98037416626836,1
89.87521222535322,1
53.46142514414823,0
87.88749785370838,1
47.35274146002055,0
71.32317467606198,1
45.6622224797302,0
56.613629718429074,1
28.695768377213412,0
97.27606170715643,1
36.231106108796,0
20.71386157676176,0
23.426627413631863,0
10.847209592254053,0
75.44568666291305,1
61.01207876769017,1
80.07802087767561,1
56.26409940154257,1
81.56371875714913,1
70.76213786224147,1
77.85531976212184,1
46.71975921330804,0
68.98271324145257,1
26.790066842495392,0
37.60281693100681,0
25.187405861669742,0
47.443940170222206,0
30.191935108112002,0
46.708262453821355,0
97.98334008875575,1
39.752495293046785,0
95.97029311740931,1
67.41253865403962,1
45.77631350779235,0
86.55239757873261,1
65.44656721553943,1
33.63696944199389,0
80.59386841683721,1
50.1214206706727,0
42.71653822098434,0
38.15085086212355,0
72.86379222286229,1
32.71952919257341,0
83.6975690519157,1
34.895317023214986,0
57.15917080796301,1
52.7756298511941,0
86.17900446742979,1
91.26971988310275,1
26.576342277924958,0
62.972365846812984,1
91.91335389008745,1
49.45273981297194,0
92.3898217765236,1
34.26172760327767,0
65.579710324829,1
73.05411008859242,1
30.797258495855836,0
10.615796136482995,0
46.98479558622596,0
93.35105597689964,1
41.603675254295155,0
79.11405783106164,1
25.471635089001065,0
39.60679392242148,0
21.11433177580726,0
71.96941786986817,1
72.04772462239224,1
72.18283711318885,1
32.48782753745218,0
72.0888360586516,1
29.38539880204876,0
47.28673887166093,0
42.40528860719749,0
42.18894570697104,0
17.23658748885663,0
66.71182390817806,1
72.28921383613962,1
66.4956058365497,1
67.34958163989201,1
25.85219692093052,0
23.00755649482747,0
56.35683712312738,1
92.21260880370407,1
25.808283470670382,0
51.06884024404594,0
48.97914551379384,0
54.734079968925194,0
24.129898442545585,0
40.131250158964356,0
34.159730235517124,0
87.0848014582795,1
81.07781804822733,1
47.26109114281523,0
66.46129770906066,1
21.666748751697416,0
56.58052992868505,1
37.164365094040214,0
86.26561627230372,1
71.20334787457018,1
65.90944478974481,1
20.138065907763092,0
50.9633589164292,0
99.62583336807108,1
94.89757981898747,1
69.14295894380987,1
22.84509836223392,0
68.13607897091681,1
62.317000723611365,1
52.09391187641955,0
47.397919505894116,0
63.59170706691033,1
87.75402743731823,1
78.33998746971699,1
61.75646053322223,1
91.47900396368864,1
16.542135294796115,0
100.85209203994319,1
16.418102917170142,0
28.38738935210506,0
47.85671037661088,0
18.889677586424924,0
65.55773517248254,1
12.669580460383386,0
37.75070084953745,0
15.466336911487367,0
75.70114493792519,1
70.0865576676802,1
42.45393546094423,0
28.799048504961398,0
76.37060758882755,1
40.196227957876566,0
83.22565615650346,1
55.369857736932104,1
55.28404357575428,1
12.565231224182877,0
66.89134678401138,1
42.098223440965626,0
32.44062954788093,0
48.53201403659108,0
45.91529395503663,0
51.35236933239307,0
100.32577239200403,1
41.96837244221021,0
79.23357403240723,1
60.046041057247635,1
88.6212035730048,1
43.49536545667274,0
31.026664312656557,0
92.60568313320697,1
12.628953698723961,0
95.67759147160255,1
60.06609623496226,1
43.48444859484867,0
100.0439282042765,1
14.135805896050599,0
58.02543814575259,1
13.001184147913285,0
58.61437248883917,1
28.247727385448382,0
67.2390416527941,1
99.83669603911444,1
88.56429305188891,1
48.40264712153275,0
73.3417604347417,1
78.74611753904732,1
54.497395114145945,0
57.08528725361531,1
23.779608133567372,0
41.48158522444085,0
22.853695180977876,0
74.96085596783827,1
53.56467836698228,0
48.70679275475851,0
89.31474642912603,1
59.14408884784846,1
45.63711197477959,0
34.93833568449743,0
17.811589280474152,0
47.62216226692189,0
13.306324058811644,0
37.245294284095664,0
56.885611396267876,1
96.56614365040912,1
19.732163194035273,0
71.37781773051645,1
54.24826934925776,0
79.98689134148692,1
22.226059146628984,0
15.159196156801793,0
46.2645896254879,0
83.42903272509895,1
26.878751820880147,0
79.18424468416495,1
35.6737147841902,0
28.77927054245522,0
11.640507480816053,0
46.952246491010875,0
46.51317755225863,0
70.16752081465125,1
15.421292239773397,0
22.307343205092838,0
12.798660046851522,0
20.55838707180529,0
68.05057159746573,1
45.182944559336924,0
38.08464590836336,0
61.445504391238785,1
99.38908230696364,1
83.70331628449827,1
73.83866540569427,1
92.9533756180169,1
13.284451430683294,0
16.93772499386956,0
51.832882141651915,0
42.388971763578915,0
92.92782468990603,1
53.15740377670568,0
57.19153686739568,1
90.15687385593597,1
49.43970309072899,0
88.57044911556424,1
32.82712527522286,0
35.19712591413853,0
39.69905718064819,0
59.53264404653931,1
31.41590460554465,0
70.1621348364085,1
21.39305951290607,0
19.420406517447493,0
90.15312670402392,1
31.50547201426952,0
45.57989521481981,0
60.783171658133554,1
57.50785264939118,1
17.47917446858448,0
89.04990978061838,1
95.0625080048691,1
84.7562871678595,1
35.71498122932235,0
58.436409856156736,1
40.9532841482134,0
60.79373219355701,1
98.62956549875624,1
37.837107445308796,0
71.0253733459208,1
41.497504384668005,0
81.70194595525427,1
